date,service,region,team,env,cost_usd,account_id
2025-09-03,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,48.79,847291038472
2025-09-03,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,17.21,847291038472
2025-09-03,Amazon Relational Database Service,us-east-1,Database,prod,38.87,847291038472
2025-09-03,Amazon Relational Database Service,us-east-1,Database,dev,7.37,847291038472
2025-09-03,Amazon Simple Storage Service,us-west-2,Data,prod,13.51,847291038472
2025-09-03,Amazon CloudFront,global,Frontend,prod,19.69,847291038472
2025-09-03,Amazon CloudFront,global,Frontend,staging,4.55,847291038472
2025-09-03,Amazon DynamoDB,us-east-1,Backend,prod,26.86,847291038472
2025-09-04,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,55.3,847291038472
2025-09-04,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,14.97,847291038472
2025-09-04,Amazon Relational Database Service,us-east-1,Database,prod,35.86,847291038472
2025-09-04,Amazon Relational Database Service,us-east-1,Database,dev,8.4,847291038472
2025-09-04,Amazon Simple Storage Service,us-west-2,Data,prod,16.22,847291038472
2025-09-04,Amazon CloudFront,global,Frontend,prod,21.74,847291038472
2025-09-04,Amazon CloudFront,global,Frontend,staging,3.76,847291038472
2025-09-04,Amazon DynamoDB,us-east-1,Backend,prod,24.18,847291038472
2025-09-05,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,55.54,847291038472
2025-09-05,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,17.82,847291038472
2025-09-05,Amazon Relational Database Service,us-east-1,Database,prod,38.52,847291038472
2025-09-05,Amazon Relational Database Service,us-east-1,Database,dev,9.0,847291038472
2025-09-05,Amazon Simple Storage Service,us-west-2,Data,prod,16.74,847291038472
2025-09-05,Amazon CloudFront,global,Frontend,prod,24.81,847291038472
2025-09-05,Amazon CloudFront,global,Frontend,staging,6.27,847291038472
2025-09-05,Amazon DynamoDB,us-east-1,Backend,prod,25.84,847291038472
2025-09-06,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,40.57,847291038472
2025-09-06,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,13.11,847291038472
2025-09-06,Amazon Relational Database Service,us-east-1,Database,prod,42.11,847291038472
2025-09-06,Amazon Relational Database Service,us-east-1,Database,dev,8.05,847291038472
2025-09-06,Amazon Simple Storage Service,us-west-2,Data,prod,13.29,847291038472
2025-09-06,Amazon CloudFront,global,Frontend,prod,16.87,847291038472
2025-09-06,Amazon CloudFront,global,Frontend,staging,3.9,847291038472
2025-09-06,Amazon DynamoDB,us-east-1,Backend,prod,24.33,847291038472
2025-09-07,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,52.04,847291038472
2025-09-07,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,19.78,847291038472
2025-09-07,Amazon Relational Database Service,us-east-1,Database,prod,37.99,847291038472
2025-09-07,Amazon Relational Database Service,us-east-1,Database,dev,9.61,847291038472
2025-09-07,Amazon Simple Storage Service,us-west-2,Data,prod,14.7,847291038472
2025-09-07,Amazon CloudFront,global,Frontend,prod,22.9,847291038472
2025-09-07,Amazon CloudFront,global,Frontend,staging,5.59,847291038472
2025-09-07,Amazon DynamoDB,us-east-1,Backend,prod,25.83,847291038472
2025-09-08,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,48.0,847291038472
2025-09-08,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,16.72,847291038472
2025-09-08,Amazon Relational Database Service,us-east-1,Database,prod,37.49,847291038472
2025-09-08,Amazon Relational Database Service,us-east-1,Database,dev,8.8,847291038472
2025-09-08,Amazon Simple Storage Service,us-west-2,Data,prod,12.15,847291038472
2025-09-08,Amazon CloudFront,global,Frontend,prod,15.51,847291038472
2025-09-08,Amazon CloudFront,global,Frontend,staging,4.57,847291038472
2025-09-08,Amazon DynamoDB,us-east-1,Backend,prod,26.05,847291038472
2025-09-09,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,48.56,847291038472
2025-09-09,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,18.4,847291038472
2025-09-09,Amazon Relational Database Service,us-east-1,Database,prod,34.8,847291038472
2025-09-09,Amazon Relational Database Service,us-east-1,Database,dev,8.65,847291038472
2025-09-09,Amazon Simple Storage Service,us-west-2,Data,prod,15.09,847291038472
2025-09-09,Amazon CloudFront,global,Frontend,prod,20.84,847291038472
2025-09-09,Amazon CloudFront,global,Frontend,staging,5.85,847291038472
2025-09-09,Amazon DynamoDB,us-east-1,Backend,prod,24.73,847291038472
2025-09-10,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,53.27,847291038472
2025-09-10,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,18.17,847291038472
2025-09-10,Amazon Relational Database Service,us-east-1,Database,prod,35.82,847291038472
2025-09-10,Amazon Relational Database Service,us-east-1,Database,dev,9.1,847291038472
2025-09-10,Amazon Simple Storage Service,us-west-2,Data,prod,16.33,847291038472
2025-09-10,Amazon CloudFront,global,Frontend,prod,19.21,847291038472
2025-09-10,Amazon CloudFront,global,Frontend,staging,7.08,847291038472
2025-09-10,Amazon DynamoDB,us-east-1,Backend,prod,24.16,847291038472
2025-09-11,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,44.73,847291038472
2025-09-11,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,16.74,847291038472
2025-09-11,Amazon Relational Database Service,us-east-1,Database,prod,40.64,847291038472
2025-09-11,Amazon Relational Database Service,us-east-1,Database,dev,6.43,847291038472
2025-09-11,Amazon Simple Storage Service,us-west-2,Data,prod,15.27,847291038472
2025-09-11,Amazon CloudFront,global,Frontend,prod,22.54,847291038472
2025-09-11,Amazon CloudFront,global,Frontend,staging,3.59,847291038472
2025-09-11,Amazon DynamoDB,us-east-1,Backend,prod,23.42,847291038472
2025-09-12,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,49.73,847291038472
2025-09-12,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,15.92,847291038472
2025-09-12,Amazon Relational Database Service,us-east-1,Database,prod,36.78,847291038472
2025-09-12,Amazon Relational Database Service,us-east-1,Database,dev,9.35,847291038472
2025-09-12,Amazon Simple Storage Service,us-west-2,Data,prod,17.13,847291038472
2025-09-12,Amazon CloudFront,global,Frontend,prod,22.24,847291038472
2025-09-12,Amazon CloudFront,global,Frontend,staging,4.03,847291038472
2025-09-12,Amazon DynamoDB,us-east-1,Backend,prod,28.48,847291038472
2025-09-13,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,44.05,847291038472
2025-09-13,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,17.0,847291038472
2025-09-13,Amazon Relational Database Service,us-east-1,Database,prod,38.87,847291038472
2025-09-13,Amazon Relational Database Service,us-east-1,Database,dev,10.73,847291038472
2025-09-13,Amazon Simple Storage Service,us-west-2,Data,prod,14.02,847291038472
2025-09-13,Amazon CloudFront,global,Frontend,prod,20.1,847291038472
2025-09-13,Amazon CloudFront,global,Frontend,staging,5.58,847291038472
2025-09-13,Amazon DynamoDB,us-east-1,Backend,prod,26.32,847291038472
2025-09-14,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,56.01,847291038472
2025-09-14,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,16.89,847291038472
2025-09-14,Amazon Relational Database Service,us-east-1,Database,prod,35.96,847291038472
2025-09-14,Amazon Relational Database Service,us-east-1,Database,dev,9.85,847291038472
2025-09-14,Amazon Simple Storage Service,us-west-2,Data,prod,11.75,847291038472
2025-09-14,Amazon CloudFront,global,Frontend,prod,27.48,847291038472
2025-09-14,Amazon CloudFront,global,Frontend,staging,4.25,847291038472
2025-09-14,Amazon DynamoDB,us-east-1,Backend,prod,24.91,847291038472
2025-09-15,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,48.78,847291038472
2025-09-15,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,12.88,847291038472
2025-09-15,Amazon Relational Database Service,us-east-1,Database,prod,38.34,847291038472
2025-09-15,Amazon Relational Database Service,us-east-1,Database,dev,8.31,847291038472
2025-09-15,Amazon Simple Storage Service,us-west-2,Data,prod,13.25,847291038472
2025-09-15,Amazon CloudFront,global,Frontend,prod,26.67,847291038472
2025-09-15,Amazon CloudFront,global,Frontend,staging,6.08,847291038472
2025-09-15,Amazon DynamoDB,us-east-1,Backend,prod,23.29,847291038472
2025-09-16,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,47.48,847291038472
2025-09-16,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,18.21,847291038472
2025-09-16,Amazon Relational Database Service,us-east-1,Database,prod,36.18,847291038472
2025-09-16,Amazon Relational Database Service,us-east-1,Database,dev,7.18,847291038472
2025-09-16,Amazon Simple Storage Service,us-west-2,Data,prod,15.66,847291038472
2025-09-16,Amazon CloudFront,global,Frontend,prod,22.78,847291038472
2025-09-16,Amazon CloudFront,global,Frontend,staging,5.66,847291038472
2025-09-16,Amazon DynamoDB,us-east-1,Backend,prod,26.51,847291038472
2025-09-17,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,46.93,847291038472
2025-09-17,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,16.74,847291038472
2025-09-17,Amazon Relational Database Service,us-east-1,Database,prod,40.2,847291038472
2025-09-17,Amazon Relational Database Service,us-east-1,Database,dev,7.86,847291038472
2025-09-17,Amazon Simple Storage Service,us-west-2,Data,prod,16.79,847291038472
2025-09-17,Amazon CloudFront,global,Frontend,prod,20.89,847291038472
2025-09-17,Amazon CloudFront,global,Frontend,staging,4.74,847291038472
2025-09-17,Amazon DynamoDB,us-east-1,Backend,prod,23.72,847291038472
2025-09-18,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,53.9,847291038472
2025-09-18,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,19.23,847291038472
2025-09-18,Amazon Relational Database Service,us-east-1,Database,prod,38.27,847291038472
2025-09-18,Amazon Relational Database Service,us-east-1,Database,dev,8.36,847291038472
2025-09-18,Amazon Simple Storage Service,us-west-2,Data,prod,13.94,847291038472
2025-09-18,Amazon CloudFront,global,Frontend,prod,18.78,847291038472
2025-09-18,Amazon CloudFront,global,Frontend,staging,6.29,847291038472
2025-09-18,Amazon DynamoDB,us-east-1,Backend,prod,24.64,847291038472
2025-09-19,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,48.62,847291038472
2025-09-19,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,22.48,847291038472
2025-09-19,Amazon Relational Database Service,us-east-1,Database,prod,39.2,847291038472
2025-09-19,Amazon Relational Database Service,us-east-1,Database,dev,8.32,847291038472
2025-09-19,Amazon Simple Storage Service,us-west-2,Data,prod,13.95,847291038472
2025-09-19,Amazon CloudFront,global,Frontend,prod,17.69,847291038472
2025-09-19,Amazon CloudFront,global,Frontend,staging,5.93,847291038472
2025-09-19,Amazon DynamoDB,us-east-1,Backend,prod,25.66,847291038472
2025-09-20,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,52.59,847291038472
2025-09-20,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,15.29,847291038472
2025-09-20,Amazon Relational Database Service,us-east-1,Database,prod,35.81,847291038472
2025-09-20,Amazon Relational Database Service,us-east-1,Database,dev,8.93,847291038472
2025-09-20,Amazon Simple Storage Service,us-west-2,Data,prod,14.91,847291038472
2025-09-20,Amazon CloudFront,global,Frontend,prod,19.45,847291038472
2025-09-20,Amazon CloudFront,global,Frontend,staging,5.76,847291038472
2025-09-20,Amazon DynamoDB,us-east-1,Backend,prod,22.24,847291038472
2025-09-21,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,47.95,847291038472
2025-09-21,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,13.38,847291038472
2025-09-21,Amazon Relational Database Service,us-east-1,Database,prod,35.68,847291038472
2025-09-21,Amazon Relational Database Service,us-east-1,Database,dev,9.07,847291038472
2025-09-21,Amazon Simple Storage Service,us-west-2,Data,prod,18.42,847291038472
2025-09-21,Amazon CloudFront,global,Frontend,prod,23.54,847291038472
2025-09-21,Amazon CloudFront,global,Frontend,staging,5.81,847291038472
2025-09-21,Amazon DynamoDB,us-east-1,Backend,prod,24.25,847291038472
2025-09-22,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,45.62,847291038472
2025-09-22,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,13.17,847291038472
2025-09-22,Amazon Relational Database Service,us-east-1,Database,prod,40.35,847291038472
2025-09-22,Amazon Relational Database Service,us-east-1,Database,dev,9.2,847291038472
2025-09-22,Amazon Simple Storage Service,us-west-2,Data,prod,14.11,847291038472
2025-09-22,Amazon CloudFront,global,Frontend,prod,22.78,847291038472
2025-09-22,Amazon CloudFront,global,Frontend,staging,5.69,847291038472
2025-09-22,Amazon DynamoDB,us-east-1,Backend,prod,23.38,847291038472
2025-09-23,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,52.07,847291038472
2025-09-23,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,13.62,847291038472
2025-09-23,Amazon Relational Database Service,us-east-1,Database,prod,37.42,847291038472
2025-09-23,Amazon Relational Database Service,us-east-1,Database,dev,11.1,847291038472
2025-09-23,Amazon Simple Storage Service,us-west-2,Data,prod,14.43,847291038472
2025-09-23,Amazon CloudFront,global,Frontend,prod,13.75,847291038472
2025-09-23,Amazon CloudFront,global,Frontend,staging,5.2,847291038472
2025-09-23,Amazon DynamoDB,us-east-1,Backend,prod,27.28,847291038472
2025-09-24,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,47.76,847291038472
2025-09-24,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,15.7,847291038472
2025-09-24,Amazon Relational Database Service,us-east-1,Database,prod,36.81,847291038472
2025-09-24,Amazon Relational Database Service,us-east-1,Database,dev,8.92,847291038472
2025-09-24,Amazon Simple Storage Service,us-west-2,Data,prod,13.81,847291038472
2025-09-24,Amazon CloudFront,global,Frontend,prod,18.36,847291038472
2025-09-24,Amazon CloudFront,global,Frontend,staging,3.72,847291038472
2025-09-24,Amazon DynamoDB,us-east-1,Backend,prod,24.03,847291038472
2025-09-25,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,39.26,847291038472
2025-09-25,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,13.12,847291038472
2025-09-25,Amazon Relational Database Service,us-east-1,Database,prod,35.81,847291038472
2025-09-25,Amazon Relational Database Service,us-east-1,Database,dev,8.48,847291038472
2025-09-25,Amazon Simple Storage Service,us-west-2,Data,prod,15.52,847291038472
2025-09-25,Amazon CloudFront,global,Frontend,prod,21.51,847291038472
2025-09-25,Amazon CloudFront,global,Frontend,staging,5.42,847291038472
2025-09-25,Amazon DynamoDB,us-east-1,Backend,prod,26.5,847291038472
2025-09-26,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,40.48,847291038472
2025-09-26,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,16.51,847291038472
2025-09-26,Amazon Relational Database Service,us-east-1,Database,prod,44.1,847291038472
2025-09-26,Amazon Relational Database Service,us-east-1,Database,dev,8.52,847291038472
2025-09-26,Amazon Simple Storage Service,us-west-2,Data,prod,14.33,847291038472
2025-09-26,Amazon CloudFront,global,Frontend,prod,24.86,847291038472
2025-09-26,Amazon CloudFront,global,Frontend,staging,5.16,847291038472
2025-09-26,Amazon DynamoDB,us-east-1,Backend,prod,27.9,847291038472
2025-09-27,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,52.51,847291038472
2025-09-27,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,15.76,847291038472
2025-09-27,Amazon Relational Database Service,us-east-1,Database,prod,39.15,847291038472
2025-09-27,Amazon Relational Database Service,us-east-1,Database,dev,9.93,847291038472
2025-09-27,Amazon Simple Storage Service,us-west-2,Data,prod,15.05,847291038472
2025-09-27,Amazon CloudFront,global,Frontend,prod,19.38,847291038472
2025-09-27,Amazon CloudFront,global,Frontend,staging,7.25,847291038472
2025-09-27,Amazon DynamoDB,us-east-1,Backend,prod,30.34,847291038472
2025-09-28,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,51.74,847291038472
2025-09-28,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,14.46,847291038472
2025-09-28,Amazon Relational Database Service,us-east-1,Database,prod,34.53,847291038472
2025-09-28,Amazon Relational Database Service,us-east-1,Database,dev,8.47,847291038472
2025-09-28,Amazon Simple Storage Service,us-west-2,Data,prod,13.68,847291038472
2025-09-28,Amazon CloudFront,global,Frontend,prod,24.79,847291038472
2025-09-28,Amazon CloudFront,global,Frontend,staging,5.16,847291038472
2025-09-28,Amazon DynamoDB,us-east-1,Backend,prod,19.6,847291038472
2025-09-29,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,prod,45.43,847291038472
2025-09-29,Amazon Elastic Compute Cloud - Compute,us-east-1,Backend,staging,14.12,847291038472
2025-09-29,Amazon Relational Database Service,us-east-1,Database,prod,39.0,847291038472
2025-09-29,Amazon Relational Database Service,us-east-1,Database,dev,9.26,847291038472
2025-09-29,Amazon Simple Storage Service,us-west-2,Data,prod,15.28,847291038472
2025-09-29,Amazon CloudFront,global,Frontend,prod,19.4,847291038472
2025-09-29,Amazon CloudFront,global,Frontend,staging,6.12,847291038472
2025-09-29,Amazon DynamoDB,us-east-1,Backend,prod,25.19,847291038472
